file,Cells,Area (um^2),"Cells per 40,000 um^2"
Seg_DAPI_Stitched-L50981_1F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5383,1208493.879296,178.0
Seg_DAPI_Stitched-L50981_1F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5469,1208493.879296,181.0
Seg_DAPI_Stitched-L50981_1F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,5543,1208493.879296,183.0
Seg_DAPI_Stitched-L50981_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5859,1208493.879296,194.0
Seg_DAPI_Stitched-L50981_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5908,1208493.879296,196.0
Seg_DAPI_Stitched-L50981_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,5669,1208493.879296,188.0
Seg_DAPI_Stitched-L50981_4F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5518,1208493.879296,183.0
Seg_DAPI_Stitched-L50981_4F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5416,1208493.879296,179.0
Seg_DAPI_Stitched-L50981_4F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,5102,1208493.879296,169.0
Seg_DAPI_Stitched-L50981_5M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5211,1208493.879296,172.0
Seg_DAPI_Stitched-L50981_5M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5405,1208493.879296,179.0
Seg_DAPI_Stitched-L50981_5M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,5112,1208493.879296,169.0
Seg_DAPI_Stitched-L52184_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5586,1208493.879296,185.0
Seg_DAPI_Stitched-L52184_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5459,1208493.879296,181.0
Seg_DAPI_Stitched-L52184_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,5297,1208493.879296,175.0
Seg_DAPI_Stitched-L52184_3M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5388,1208493.879296,178.0
Seg_DAPI_Stitched-L52184_3M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5473,1208493.879296,181.0
Seg_DAPI_Stitched-L52184_3M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,5314,1208493.879296,176.0
