#Selection name: Selection 3
#Area (µm^2): 3220038.54
Cell ID,Cluster,Transcripts,Area (µm^2)
flbnekpn-1,Cluster 26,0,105.85
fklhgdol-1,Cluster 21,0,35.81
nekimgoa-1,Cluster 9,4,178.10
flbobknd-1,Cluster 15,0,111.81
fkloadlf-1,Cluster 9,3,183.33
alldanik-1,Cluster 20,1,204.60
alkdbmnh-1,Cluster 9,4,216.48
fklmocoj-1,Cluster 9,4,95.19
fklhhkfm-1,Cluster 7,0,54.73
oclocjnm-1,Cluster 15,0,41.36
fklkkfpb-1,Cluster 1,0,136.15
fklklfgb-1,Cluster 3,0,54.10
fklknfkp-1,Cluster 3,0,31.97
alldapnb-1,Cluster 9,5,200.09
fklocbbb-1,Cluster 30,0,149.33
flafclkd-1,Cluster 9,4,195.08
fklipmae-1,Cluster 1,0,101.96
fklmkkpm-1,Cluster 26,0,51.61
fklifajb-1,Cluster 2,0,31.52
fkobgdbk-1,Cluster 15,0,59.61
fkobpmnm-1,Cluster 21,0,43.76
allecfah-1,Cluster 4,2,186.09
alldikdc-1,Cluster 9,4,184.42
flallgnn-1,Cluster 9,0,155.65
flalijfg-1,Cluster 1,2,103.00
fknhdlco-1,Cluster 1,0,136.55
fkobnnij-1,Cluster 15,0,32.29
fkobnpdg-1,Cluster 1,0,122.10
alkdeiaj-1,Cluster 9,5,182.48
flaeljci-1,Cluster 9,8,140.71
fkogkail-1,Cluster 15,0,75.73
alkkbobi-1,Cluster 9,11,189.79
flacmlkg-1,Cluster 9,0,77.44
fkongdip-1,Cluster 1,0,97.58
fkpaeifh-1,Cluster 6,0,12.55
alkcmmop-1,Cluster 9,4,175.97
fknhhccf-1,Cluster 20,8,150.23
alkkhijh-1,Cluster 9,5,228.81
fkopjkmk-1,Cluster 2,0,57.39
fkpbeodf-1,Cluster 3,0,55.09
flagonld-1,Cluster 9,2,157.05
fkoikepp-1,Cluster 21,0,94.51
fkompclp-1,Cluster 32,0,80.20
fkoncidk-1,Cluster 7,0,33.87
flafjdon-1,Cluster 9,8,170.19
alkindel-1,Cluster 9,5,215.53
alkieacj-1,Cluster 8,7,288.50
fkgooeje-1,Cluster 8,3,195.71
ohjenbni-1,Cluster 1,0,5.51
alkllldp-1,Cluster 8,3,209.98
flafmffe-1,Cluster 9,3,111.04
fkmfjpfd-1,Cluster 8,0,130.28
alkmcebi-1,Cluster 24,5,219.69
allbnenf-1,Cluster 19,3,193.09
fkgojmme-1,Cluster 24,9,166.36
alllloog-1,Cluster 19,1,319.07
alkhioma-1,Cluster 28,2,181.93
fkmdmicc-1,Cluster 9,3,155.65
fkmflmhn-1,Cluster 4,6,128.20
fkmfinbg-1,Cluster 20,5,146.04
fkmfpgpk-1,Cluster 8,2,152.09
fknhdiab-1,Cluster 3,0,69.04
fkngdjah-1,Cluster 27,0,82.23
fkmkkgia-1,Cluster 18,0,39.65
fknbmpgf-1,Cluster 1,0,75.50
alfpkion-1,Cluster 27,6,215.21
flbgfckn-1,Cluster 3,0,65.70
algadblj-1,Cluster 19,4,252.11
alfokpon-1,Cluster 19,3,188.30
alfoggmc-1,Cluster 24,4,252.74
fkmkcnjo-1,Cluster 8,5,129.55
fkmjmbdf-1,Cluster 20,0,184.01
flannefp-1,Cluster 27,1,161.75
fkglgegf-1,Cluster 19,3,220.14
fkmpglip-1,Cluster 7,0,31.65
flbfifnm-1,Cluster 9,2,171.96
fkmgnelc-1,Cluster 1,0,91.31
fkmgkpon-1,Cluster 1,1,176.92
alkicidh-1,Cluster 9,8,160.44
nejgaacn-1,Cluster 24,1,182.21
flbgfcfn-1,Cluster 9,4,118.67
fkmghpip-1,Cluster 3,0,101.29
alfpflfb-1,Cluster 9,4,235.67
alfphncp-1,Cluster 8,9,201.13
flapbbmd-1,Cluster 9,10,183.79
fkmpchho-1,Cluster 1,0,131.54
flbdehmp-1,Cluster 9,1,89.91
fknhcmie-1,Cluster 3,0,14.22
fkmooknm-1,Cluster 8,1,131.63
fkncfnpe-1,Cluster 6,1,53.33
fknfnijj-1,Cluster 2,0,88.69
fkmobffg-1,Cluster 6,0,39.42
fkndmdoe-1,Cluster 24,3,178.82
flbbfcmi-1,Cluster 9,4,168.88
fkncjboo-1,Cluster 31,5,151.18
fkmkjdae-1,Cluster 1,0,34.09
fkmnamig-1,Cluster 8,5,151.41
fkngenml-1,Cluster 6,0,37.71
fkndmikc-1,Cluster 3,0,60.83
nekdeicc-1,Cluster 8,3,148.34
fkngblgb-1,Cluster 6,0,29.08
ohjemdgm-1,Cluster 1,0,178.82
fkmmfeij-1,Cluster 7,0,37.66
flbaaojp-1,Cluster 6,0,30.62
flccpfmh-1,Cluster 9,5,178.46
flbklfao-1,Cluster 9,7,134.93
flblcinb-1,Cluster 9,1,174.75
flchinjg-1,Cluster 9,0,183.02
flcageph-1,Cluster 18,0,25.42
alljbnon-1,Cluster 8,4,156.83
ocmbcdcm-1,Cluster 1,0,108.74
allhkoeh-1,Cluster 9,6,207.76
flcglend-1,Cluster 9,2,142.47
allghbkl-1,Cluster 9,10,206.45
flcgekem-1,Cluster 9,2,189.61
flcdokdj-1,Cluster 8,5,114.97
flchnhnm-1,Cluster 9,3,212.96
flcglokf-1,Cluster 4,0,170.01
flbplgem-1,Cluster 8,1,185.28
alljgmam-1,Cluster 8,3,189.93
allhcoim-1,Cluster 9,7,240.46
flcbdicc-1,Cluster 9,5,160.71
flcbmlnp-1,Cluster 8,0,97.58
allnfgdg-1,Cluster 31,4,254.95
neknenkh-1,Cluster 27,0,70.85
flccfahc-1,Cluster 8,8,142.29
fkhcabkj-1,Cluster 8,0,52.74
flcanplm-1,Cluster 7,0,50.89
fkgmpkff-1,Cluster 8,11,203.79
allnhhdf-1,Cluster 24,9,219.05
flcfanmp-1,Cluster 8,1,100.56
flccebkh-1,Cluster 6,1,60.60
fkgdmclk-1,Cluster 24,1,108.51
flcfgigl-1,Cluster 20,1,132.22
nekneejp-1,Cluster 27,3,123.10
fkhamabi-1,Cluster 3,0,64.44
flbmnjpf-1,Cluster 9,7,205.55
alkeicdc-1,Cluster 8,2,216.34
flbmgeph-1,Cluster 3,0,41.41
flbmknfb-1,Cluster 3,0,60.28
fkgndcgd-1,Cluster 8,3,137.32
alkfcepn-1,Cluster 8,5,233.86
alkcgphf-1,Cluster 8,2,191.46
oclhpidm-1,Cluster 1,0,21.99
flcdbapc-1,Cluster 6,0,119.35
flbmhndj-1,Cluster 20,0,136.64
nejfnfcb-1,Cluster 24,2,182.07
fkhbgili-1,Cluster 20,3,115.42
flbmiehp-1,Cluster 32,0,40.82
fkhiopbj-1,Cluster 8,4,145.99
flblhdip-1,Cluster 4,0,67.96
fkhgmcge-1,Cluster 1,0,96.82
allmfnmo-1,Cluster 24,6,232.37
flblpioo-1,Cluster 9,0,130.05
alliokah-1,Cluster 8,1,184.64
allgoenm-1,Cluster 8,11,167.26
fkhaddga-1,Cluster 8,1,110.86
flcbmdob-1,Cluster 9,12,166.67
fkhilnna-1,Cluster 8,4,109.32
fkhhloln-1,Cluster 9,11,183.15
oclijmnk-1,Cluster 3,0,16.84
fkmbkodh-1,Cluster 3,0,51.79
fkgfhflb-1,Cluster 24,2,200.18
fkgplkic-1,Cluster 24,2,166.45
fkmfcaij-1,Cluster 9,0,150.51
allanjnh-1,Cluster 24,3,205.78
fleoaicf-1,Cluster 6,1,34.91
flhadfpn-1,Cluster 15,0,169.11
flepfdnp-1,Cluster 9,1,160.17
fklalipf-1,Cluster 3,0,51.12
flgjbdcb-1,Cluster 9,2,178.37
flgfejmf-1,Cluster 1,0,65.61
amlkchgg-1,Cluster 20,7,130.59
amlildnk-1,Cluster 9,0,147.44
flbiimon-1,Cluster 9,2,193.81
amlkdflm-1,Cluster 9,5,200.67
flbiipgo-1,Cluster 9,1,164.23
nekdccfn-1,Cluster 1,0,46.69
fklglkgf-1,Cluster 9,1,195.66
flggfglp-1,Cluster 7,0,28.90
flbhbcah-1,Cluster 9,0,207.58
fklchbeg-1,Cluster 4,0,212.69
flghcfof-1,Cluster 1,0,86.84
nekjlgji-1,Cluster 9,0,44.98
flgmkafg-1,Cluster 21,0,56.54
amlejoeg-1,Cluster 20,0,150.28
flbidkmh-1,Cluster 9,2,137.55
amlkebng-1,Cluster 9,7,156.01
flgpoppf-1,Cluster 15,0,100.92
flgppdbi-1,Cluster 15,0,151.45
fklcphck-1,Cluster 7,0,65.12
fklondbh-1,Cluster 15,0,45.74
fklolfmh-1,Cluster 21,0,41.36
flgnahci-1,Cluster 3,0,11.92
fklokmlc-1,Cluster 35,0,59.02
allekjdj-1,Cluster 9,10,197.56
fkmbifeg-1,Cluster 1,0,99.34
fklgngbl-1,Cluster 9,2,132.17
flgfkcpa-1,Cluster 3,0,28.49
fklbepee-1,Cluster 1,0,65.03
fklbjdfl-1,Cluster 20,2,94.42
fklpphdg-1,Cluster 7,0,12.55
fkmbjggm-1,Cluster 7,0,26.78
amlfbaoi-1,Cluster 9,2,150.46
fklaoeoh-1,Cluster 7,0,51.12
fklemlii-1,Cluster 7,3,129.64
fklckoie-1,Cluster 3,0,25.33
amljfcfm-1,Cluster 9,2,168.21
flcflmjj-1,Cluster 20,0,113.57
alleaddb-1,Cluster 9,1,183.20
flbipoop-1,Cluster 16,0,36.17
flcfkeoa-1,Cluster 9,1,109.05
allfibbg-1,Cluster 9,1,187.26
nekkciif-1,Cluster 12,0,39.29
allekimn-1,Cluster 9,0,153.53
fklolaki-1,Cluster 21,0,87.33
ohjfhnja-1,Cluster 9,1,32.24
flcipkgo-1,Cluster 9,5,176.06
nekbgalj-1,Cluster 7,0,103.95
flcikffc-1,Cluster 9,2,104.54
allfjohm-1,Cluster 9,1,172.81
flbilhap-1,Cluster 7,0,77.80
fklmbafm-1,Cluster 20,1,78.80
fklmjmea-1,Cluster 15,0,47.69
fklppaio-1,Cluster 32,0,115.87
fklmleba-1,Cluster 26,0,53.65
fklmgmch-1,Cluster 15,0,30.66
nekbcglb-1,Cluster 15,0,12.87
amljfold-1,Cluster 9,6,190.79
flgpdfgd-1,Cluster 3,0,82.91
flgkmpal-1,Cluster 15,0,40.51
flhfmjbn-1,Cluster 1,0,99.43
flgmhibm-1,Cluster 21,0,134.02
flemhanl-1,Cluster 9,0,193.04
flencopg-1,Cluster 7,0,38.07
flhflkoh-1,Cluster 1,0,62.54
flhfnonn-1,Cluster 15,0,149.11
nelboibn-1,Cluster 1,0,16.93
flelcacd-1,Cluster 9,0,172.09
flglilfb-1,Cluster 26,0,15.62
flhcanbj-1,Cluster 35,0,52.16
flenebjf-1,Cluster 3,0,41.86
flfmdcnb-1,Cluster 32,0,80.87
flenplgk-1,Cluster 3,0,38.07
flelfkfc-1,Cluster 3,0,32.92
flenkafo-1,Cluster 3,0,33.73
flgmiofg-1,Cluster 15,0,32.20
flhbfcid-1,Cluster 15,0,46.01
nekolobk-1,Cluster 20,1,93.47
flemcpjb-1,Cluster 10,7,156.60
flglgloe-1,Cluster 15,0,147.66
flglbihk-1,Cluster 15,0,62.68
bclcpcog-1,Cluster 1,0,104.99
flgdbmam-1,Cluster 1,0,45.02
flencoof-1,Cluster 9,0,151.32
flhadeja-1,Cluster 21,0,88.60
flelnngk-1,Cluster 9,2,178.64
flgkmepn-1,Cluster 3,0,143.64
nekpfpni-1,Cluster 9,0,82.37
flgfbjlh-1,Cluster 1,0,129.37
flhaopdn-1,Cluster 7,0,53.51
ammbobgf-1,Cluster 9,4,178.86
nekognpm-1,Cluster 9,5,79.34
ammbfjmc-1,Cluster 9,1,156.51
flemfmln-1,Cluster 9,3,156.29
amlpkofc-1,Cluster 3,0,46.29
fleljobn-1,Cluster 1,0,87.06
flgkaiah-1,Cluster 18,0,51.79
flgfploa-1,Cluster 4,0,152.00
flghpjph-1,Cluster 3,0,62.50
flgjhpjb-1,Cluster 16,1,107.20
flgendcm-1,Cluster 7,0,20.46
flemdiip-1,Cluster 18,0,69.54
flhakhgm-1,Cluster 21,0,65.97
flgkgihb-1,Cluster 3,0,85.66
ocmboipp-1,Cluster 1,0,13.19
flgeaiia-1,Cluster 6,0,71.21
flgjddgg-1,Cluster 3,0,83.22
fklahnek-1,Cluster 32,0,116.64
flhaleef-1,Cluster 21,0,60.87
flghbbjg-1,Cluster 3,0,68.73
ocmbebgk-1,Cluster 1,0,71.89
flfbbelf-1,Cluster 9,0,179.86
fleoploo-1,Cluster 9,2,178.91
flfadoma-1,Cluster 3,0,74.24
flfanbjp-1,Cluster 4,0,117.72
oclnigkm-1,Cluster 1,0,202.03
ocmbklkb-1,Cluster 3,0,10.52
flfapjpp-1,Cluster 9,7,154.34
flfabnfc-1,Cluster 3,0,58.12
nekjdnle-1,Cluster 9,1,93.43
amldfndg-1,Cluster 9,10,199.36
fkgbmhee-1,Cluster 8,2,88.55
amldlfao-1,Cluster 9,5,151.18
fkifpdea-1,Cluster 8,11,156.38
fkieicbm-1,Cluster 8,8,213.54
ammjfpkd-1,Cluster 1,0,128.29
fkiehinn-1,Cluster 8,4,209.98
flbjmpkm-1,Cluster 7,0,27.86
fkibanhn-1,Cluster 1,0,78.08
fkgdcbpf-1,Cluster 8,4,131.59
ammjmdbl-1,Cluster 9,8,202.35
fkickceo-1,Cluster 8,3,142.06
fkidomki-1,Cluster 10,3,264.34
fkifdlhd-1,Cluster 4,0,73.56
fkibnlch-1,Cluster 3,1,88.37
amldbcjp-1,Cluster 9,5,187.31
fkgdjjnc-1,Cluster 8,4,138.00
neknakbm-1,Cluster 20,4,112.21
ammjngch-1,Cluster 9,10,226.96
amlkbngh-1,Cluster 9,11,183.88
nekliilm-1,Cluster 12,0,78.75
amlkffmp-1,Cluster 9,5,186.68
flbjgpko-1,Cluster 3,0,137.64
fjghimlc-1,Cluster 8,1,165.59
fkhfhckp-1,Cluster 9,1,77.71
nekmeapl-1,Cluster 9,0,65.52
amlkmdad-1,Cluster 9,8,168.34
fkibgnok-1,Cluster 8,5,142.74
amlleimo-1,Cluster 9,6,184.28
amljiifm-1,Cluster 9,5,188.08
flbjdlel-1,Cluster 9,3,109.46
ammmpcjm-1,Cluster 9,5,159.99
nekkobbk-1,Cluster 8,1,69.68
ammmnepm-1,Cluster 8,15,203.11
fkhkelog-1,Cluster 9,7,121.24
amlipjjm-1,Cluster 9,12,216.03
fkhedlfc-1,Cluster 15,0,129.82
allcioge-1,Cluster 4,0,169.97
fkhenogk-1,Cluster 15,0,89.64
fkhehdjd-1,Cluster 8,2,103.00
amlkoemn-1,Cluster 9,10,206.50
ammngnic-1,Cluster 8,2,190.83
fkgdlikk-1,Cluster 8,2,189.88
fkhkhoac-1,Cluster 1,0,42.00
fkhblgnp-1,Cluster 8,3,147.34
ammnfpdd-1,Cluster 8,5,178.14
fkhgfkki-1,Cluster 10,5,231.83
fkhjbemi-1,Cluster 9,1,129.46
fkhbkabo-1,Cluster 1,0,73.92
allipial-1,Cluster 20,1,163.51
fkhkgppa-1,Cluster 1,0,94.29
flbhhhho-1,Cluster 9,5,187.53
fkgebcbm-1,Cluster 24,1,104.09
fkhdmkem-1,Cluster 26,0,45.92
alhbbcmf-1,Cluster 8,6,172.54
fkhecenh-1,Cluster 15,0,79.57
fkhemobc-1,Cluster 15,0,59.65
allbokej-1,Cluster 9,4,208.76
flbideja-1,Cluster 9,3,134.43
fkheplno-1,Cluster 9,6,186.31
fkhbohjo-1,Cluster 15,0,112.03
allcnfbk-1,Cluster 9,7,222.12
flbokmbb-1,Cluster 26,0,91.17
fkhmmpdm-1,Cluster 27,1,95.19
fkihlahf-1,Cluster 9,4,83.63
fliaboeg-1,Cluster 9,1,159.81
fkhoikil-1,Cluster 3,0,77.71
flfgbhoa-1,Cluster 9,3,168.07
fkhpipnh-1,Cluster 7,0,61.32
nejggpmp-1,Cluster 9,0,61.41
bclgcaef-1,Cluster 9,5,179.59
bcleopgm-1,Cluster 9,9,181.89
flfjanjp-1,Cluster 3,0,126.26
fkhnkjgg-1,Cluster 18,0,76.09
amlpccop-1,Cluster 9,2,149.47
flfkanjc-1,Cluster 1,0,86.88
flfifdha-1,Cluster 9,4,152.94
fkilmhmj-1,Cluster 16,0,54.91
ohjgbcoj-1,Cluster 9,0,81.87
fkilaiop-1,Cluster 8,3,136.37
flfiebba-1,Cluster 7,0,77.26
fkikmjld-1,Cluster 9,5,144.86
flffimih-1,Cluster 9,9,152.04
flfjmaaa-1,Cluster 9,9,154.62
flibpclo-1,Cluster 6,0,122.96
flicibmp-1,Cluster 9,0,64.98
flfjkhjm-1,Cluster 9,1,154.80
ocmbpfli-1,Cluster 3,0,132.49
ammbofdc-1,Cluster 9,8,202.89
fkhokcgk-1,Cluster 9,5,149.92
flicmcki-1,Cluster 6,0,30.44
bclgfnmd-1,Cluster 9,10,168.61
flidgkpe-1,Cluster 9,8,161.61
fkhmapip-1,Cluster 9,2,136.46
flhojabn-1,Cluster 9,12,179.36
flibdggg-1,Cluster 7,0,34.00
flfeeojm-1,Cluster 9,9,151.59
flibgpdf-1,Cluster 9,10,208.85
fkhpnlpi-1,Cluster 28,4,103.54
fkhoakje-1,Cluster 7,0,29.22
fkhofdlk-1,Cluster 3,0,44.93
ammchicg-1,Cluster 9,8,170.74
bclhooje-1,Cluster 9,3,187.13
neldipkb-1,Cluster 9,2,133.21
fliafbhg-1,Cluster 4,0,120.48
fjgbgfne-1,Cluster 8,5,171.59
flffiblb-1,Cluster 9,7,172.45
flepdgmj-1,Cluster 9,4,212.73
flfbpfbf-1,Cluster 9,7,167.17
flfehmii-1,Cluster 9,10,215.44
ammnknmj-1,Cluster 9,9,285.88
flfeibil-1,Cluster 4,0,115.46
fleolakc-1,Cluster 7,0,13.14
fkhpkajj-1,Cluster 8,14,250.48
fkiipfii-1,Cluster 3,0,67.19
ammchaam-1,Cluster 9,4,203.11
fkijkdcd-1,Cluster 4,0,143.82
flfcgdcb-1,Cluster 9,6,180.13
ammoalon-1,Cluster 9,6,190.74
flepmldi-1,Cluster 9,1,119.08
ammommid-1,Cluster 32,0,187.90
flfckooc-1,Cluster 9,7,200.54
flfebgjj-1,Cluster 8,10,149.69
flfeegff-1,Cluster 9,5,168.16
flfeaemn-1,Cluster 8,11,149.42
fmehckkj-1,Cluster 19,5,273.11
aljoamkl-1,Cluster 20,4,190.79
fkjplang-1,Cluster 7,0,51.52
aljmjmod-1,Cluster 11,2,179.36
fkkfmald-1,Cluster 7,0,132.04
fkgmhhni-1,Cluster 36,0,61.68
aljkgjjo-1,Cluster 2,0,80.02
fkkbahgg-1,Cluster 6,0,18.02
fkgmmhgm-1,Cluster 6,0,42.04
fkkccjej-1,Cluster 3,0,69.90
fkkenbdj-1,Cluster 3,0,45.79
nenaphgl-1,Cluster 24,2,147.03
fjdmdnkl-1,Cluster 2,0,82.82
fkkfhjnm-1,Cluster 3,0,83.45
fkkbkmja-1,Cluster 19,0,219.69
aljkmlbb-1,Cluster 2,0,89.91
fjdkeelp-1,Cluster 19,0,164.28
algakdjl-1,Cluster 19,0,274.19
fjedbapi-1,Cluster 29,5,154.66
ocllnglk-1,Cluster 18,0,206.82
nenaibke-1,Cluster 7,0,16.21
alnbhdlm-1,Cluster 20,4,268.27
nenbelai-1,Cluster 20,1,77.80
fjeckmpc-1,Cluster 29,0,124.27
fjefjhbj-1,Cluster 11,1,146.76
nenbjlpj-1,Cluster 1,0,13.23
fkghgheb-1,Cluster 3,0,42.00
almkccjk-1,Cluster 11,2,187.26
nencebmj-1,Cluster 29,0,79.16
aljleooj-1,Cluster 19,3,261.50
fkkdjcpl-1,Cluster 1,0,75.41
fkjpdioe-1,Cluster 29,1,146.98
fkglgona-1,Cluster 19,5,293.88
nejgebgf-1,Cluster 29,0,44.52
algagcfh-1,Cluster 19,2,280.01
fjefihde-1,Cluster 29,3,128.51
fkgmbgcn-1,Cluster 24,3,194.44
fkjaiajm-1,Cluster 6,0,114.47
fjecamge-1,Cluster 32,0,177.51
fkkeedam-1,Cluster 7,0,46.47
nejkjjio-1,Cluster 29,0,84.13
fkkdjpae-1,Cluster 20,1,90.81
alheglia-1,Cluster 19,5,346.80
fkjpgcno-1,Cluster 3,0,45.02
alfoeplm-1,Cluster 20,3,157.10
algdaebo-1,Cluster 20,4,253.15
nejoddcf-1,Cluster 18,0,8.44
fjemimfb-1,Cluster 19,2,100.07
fkjdmgja-1,Cluster 3,0,93.07
nenapdbk-1,Cluster 11,0,106.07
oclljhpa-1,Cluster 6,0,213.27
fkjelpjm-1,Cluster 29,2,166.63
fkgjlhgb-1,Cluster 19,3,284.17
fkkdbgef-1,Cluster 6,1,149.20
fkjaicgg-1,Cluster 19,3,400.36
fkkcppki-1,Cluster 3,0,50.26
fkgijgjl-1,Cluster 7,0,47.50
fkkcoomo-1,Cluster 3,0,52.02
fjdlecda-1,Cluster 11,1,115.24
oclljobe-1,Cluster 6,0,42.31
fjembaah-1,Cluster 11,0,173.13
fkjpmlhl-1,Cluster 29,1,118.94
fkkeeohd-1,Cluster 6,0,100.56
fkipfhgh-1,Cluster 29,4,109.91
alfpeodl-1,Cluster 24,4,250.48
fkjlfeid-1,Cluster 2,0,43.08
allkhjof-1,Cluster 24,4,241.95
alljmham-1,Cluster 19,0,248.81
oclhgoip-1,Cluster 3,0,199.00
fkjhocdf-1,Cluster 19,4,349.96
nejfjdne-1,Cluster 24,4,285.16
fkjinhdm-1,Cluster 24,4,250.39
fkjibjgg-1,Cluster 20,2,139.04
fkjkepkd-1,Cluster 18,0,33.64
fjeakdcp-1,Cluster 19,0,220.45
aljoikhp-1,Cluster 24,14,201.58
allnapmh-1,Cluster 24,9,221.94
nejfjnkc-1,Cluster 19,5,245.38
allmpiia-1,Cluster 19,2,190.69
fmdbpepa-1,Cluster 19,1,263.53
allpegao-1,Cluster 24,4,263.94
fkjidmkc-1,Cluster 7,0,40.23
fjdpdkje-1,Cluster 3,0,73.65
fmdmogdo-1,Cluster 24,5,143.46
fkjifgaa-1,Cluster 19,0,242.99
fkjiiipk-1,Cluster 1,1,56.90
fkjjinbp-1,Cluster 24,2,199.86
aljoapng-1,Cluster 19,0,306.52
fkjlmfdg-1,Cluster 18,0,37.52
fjdpkoem-1,Cluster 18,0,74.01
fkjgbpdf-1,Cluster 6,0,118.49
fjgehoen-1,Cluster 3,0,86.07
almbcpbc-1,Cluster 19,5,252.42
fmddabcg-1,Cluster 1,0,104.81
ocmmmemd-1,Cluster 3,0,209.34
fkjhhenn-1,Cluster 2,0,61.91
fmddaahl-1,Cluster 19,2,221.90
almanogg-1,Cluster 4,0,171.59
fkjnigcg-1,Cluster 2,0,61.41
fmeacjmc-1,Cluster 20,0,146.40
fkjloimc-1,Cluster 19,4,277.67
almcekgo-1,Cluster 19,0,241.27
aljppfon-1,Cluster 24,3,198.51
fkjlgckh-1,Cluster 24,5,291.03
almcaffa-1,Cluster 4,0,158.09
ohjgkgia-1,Cluster 17,0,8.67
aljpcncc-1,Cluster 24,7,265.34
fkjkghcj-1,Cluster 24,8,232.92
fkjgclea-1,Cluster 3,0,23.07
nejoagli-1,Cluster 3,0,9.80
fmdgmijh-1,Cluster 1,0,133.48
fkjmppmf-1,Cluster 3,0,66.47
nempidjk-1,Cluster 24,3,121.52
fkjopokb-1,Cluster 24,0,112.66
fkjonjof-1,Cluster 3,0,59.83
fmdempca-1,Cluster 24,5,133.80
fmdjcfnh-1,Cluster 29,1,131.68
alllhokl-1,Cluster 24,7,243.08
fkjpblpe-1,Cluster 18,0,18.69
allmgjfn-1,Cluster 24,6,185.37
fmdhnojp-1,Cluster 2,0,64.75
fkgdlami-1,Cluster 8,1,200.31
fkjnddbo-1,Cluster 19,2,227.90
nejmbblf-1,Cluster 2,0,13.73
fkkeffck-1,Cluster 24,6,214.40
nenadchl-1,Cluster 24,2,108.01
fkglllkm-1,Cluster 7,0,51.52
fmdjkllh-1,Cluster 10,0,16.89
alkaokdi-1,Cluster 11,0,157.51
fmdkbhap-1,Cluster 11,1,109.23
fmdjjpko-1,Cluster 2,0,94.65
fmfbondj-1,Cluster 11,1,103.00
fmdmknce-1,Cluster 11,0,143.87
fjfamjap-1,Cluster 4,1,147.80
fjdklhhg-1,Cluster 11,1,185.41
fjfabgen-1,Cluster 11,0,78.98
algghfdf-1,Cluster 11,3,139.40
