 ,Area,Mean,IntDen,RawIntDen,source_file
10,484.928,5.107,2476.771,7697.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
11,23054.532,3.436,79217.412,246182.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
1,1222.135,4.158,5081.612,15792.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
2,819.262,4.02,3293.137,10234.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
3,2383.132,3.331,7937.444,24667.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
4,4886.289,3.309,16168.034,50245.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
5,3594.005,3.435,12344.275,38362.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
6,3259.028,3.536,11522.439,35808.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
7,3227.493,3.468,11193.898,34787.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
8,2999.992,3.684,11051.026,34343.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
9,1353.745,4.082,5525.674,17172.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
10,1309.661,4.786,6267.707,19478.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
11,25054.74,3.608,90385.245,280888.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S6R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
1,979.793,2.487,2437.054,7549.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
2,735.087,2.244,1649.668,5110.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
3,1071.477,1.908,2044.814,6334.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
4,1772.021,1.908,3380.367,10471.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
5,2039.648,2.016,4112.871,12740.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
6,2578.777,1.973,5088.79,15763.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
7,1828.839,1.892,3459.783,10717.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
8,1850.469,1.898,3512.082,10879.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
9,1409.482,2.163,3048.173,9442.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
10,1546.362,3.325,5142.38,15929.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
11,15796.782,2.143,33850.154,104854.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-8F_S6L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
1,1458.968,3.709,5410.797,16815.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
2,941.218,3.471,3266.75,10152.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
3,2631.549,2.439,6418.624,19947.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
4,2548.529,2.3,5862.581,18219.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
5,2145.333,2.355,5052.33,15701.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
6,1708.994,2.355,4025.517,12510.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
7,1197.68,2.384,2854.867,8872.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
8,1448.028,2.661,3853.363,11975.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
9,627.8,3.473,2180.086,6775.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
10,529.013,4.569,2416.919,7511.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
11,15237.113,2.713,41341.834,128477.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
1,3587.251,4.061,14567.175,45270.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
2,3248.412,3.268,10616.951,32994.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
3,4545.525,2.953,13425.163,41721.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
4,4029.705,2.896,11668.864,36263.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
5,3775.817,2.821,10652.991,33106.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
6,1586.718,2.961,4698.694,14602.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
7,1307.088,3.186,4164.211,12941.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
8,1369.514,3.024,4142.007,12872.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
9,697.307,4.389,3060.169,9510.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
10,502.627,5.876,2953.658,9179.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
11,24563.404,3.244,79677.975,247613.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S4R_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
1,859.583,3.215,2763.685,8533.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
2,1300.71,2.879,3744.723,11562.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
3,2821.984,2.491,7030.83,21708.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
4,3670.231,2.538,9313.226,28755.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
5,4799.607,2.254,10818.306,33402.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
6,3560.111,2.357,8390.81,25907.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
7,2197.863,2.566,5640.081,17414.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
8,3090.806,2.482,7672.116,23688.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
9,2085.152,2.567,5353.445,16529.0,C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L58201-6F_S5L_488-S100b_594-Mfge8_647-Tnc_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv
